start_station_id,start_station_latitude,start_station_longitude,year
200,42.332817,-71.081198,2019
212,42.36884408,-71.03977829,2019
365,42.3494261,-71.0620996,2019
94,42.375603,-71.064608,2019
190,42.365673,-71.064263,2019
279,42.306539,-71.107669,2019
370,42.35096144,-71.07782811,2019
373,42.28634589,-71.1367213,2019
161,42.3391085,-71.0514432,2019
26,42.341522,-71.068922,2019
351,42.35276621,-71.15988486,2019
110,42.376369,-71.114025,2019
282,42.316966,-71.104374,2019
